"2155101237","25274298","BLUE","11","2","1","false","false","false","false","false","false","14006","12725","0","3725","3065","3151","3111","3143","0","3340","1","7","0","7","2","17","115422","13852","5531","100","70","22","48","0","21565","874","26384","0","0","0","165706","15150","31926","29216","785","1","0","0","28718","423","10","0","2","1","6","true"
"2155101237","28179856","BLUE","2","7","3","false","false","false","true","false","false","15364","13640","1","3020","3146","3100","3135","1029","3089","3340","4","19","0","11","4","17","68906","26465","11944","122","16","10","6","0","81880","5478","20686","1","0","0","152269","33009","33556","1749","368","1","3","2","1481","1065","926","0","0","0","3","true"
"2155101237","51776362","BLUE","8","8","0","false","true","false","false","false","false","12930","12250","1","3211","3153","1001","3031","3046","1042","3340","2","7","1200","2","1","16","1972","1101","9891","178","17","8","9","0","143124","17199","10894","0","0","0","159996","22357","21008","3277","214","2","2","0","14899","4056","222","0","0","1","8","true"
"2155101237","50128236","BLUE","6","10","0","false","false","false","false","false","false","15191","14720","0","3153","3077","3250","3031","1053","3087","3361","1","9","1128","3","1","18","44257","4687","9020","255","18","11","7","0","214321","23749","17538","0","1","0","258679","28536","27249","181","127","1","2","0","100","100","691","0","0","1","7","true"
"2155101237","24298665","BLUE","22","5","0","false","false","false","false","false","false","12002","10410","0","3401","2045","3190","3082","3270","1011","3341","0","1","0","0","1","17","23783","7466","10849","58","2","2","0","0","18398","2794","20008","0","0","0","50871","10846","31375","5182","172","4","1","0","8689","585","518","0","1","0","26","true"
"2155101237","39168211","PURPLE","10","13","0","false","false","false","false","false","false","12182","10955","0","3153","3260","3022","3082","1055","1011","3340","2","8","472","2","1","17","22861","4530","14443","152","17","4","13","0","137075","24537","28902","0","1","0","159947","29078","46002","5726","1012","1","1","0","10","10","2656","0","1","1","8","false"
"2155101237","239415","PURPLE","5","6","0","false","false","false","false","false","false","9038","8855","0","1053","2003","3031","3046","3006","0","3340","0","3","560","0","1","14","1688","523","5804","152","1","0","1","0","96356","10768","7422","0","0","0","98044","11292","13855","2541","66","3","0","0","0","0","628","0","0","0","4","false"
"2155101237","42326905","PURPLE","8","9","1","false","false","false","false","false","false","11181","10965","0","1056","3151","3165","3157","1001","1058","3340","5","12","0","3","2","16","73510","28959","13344","105","0","0","0","0","13852","2013","8687","0","0","0","88788","32290","22369","145","56","1","0","0","1425","1317","338","0","0","0","2","false"
"2155101237","60077837","PURPLE","4","3","0","false","false","false","false","false","false","6478","5855","0","3144","3047","1043","3707","0","0","3340","0","1","0","0","1","14","5209","1652","4995","40","11","0","11","0","32686","2050","5214","0","0","0","42950","3907","10812","3903","78","1","0","0","5054","204","602","0","0","2","4","false"
"2155101237","30422689","PURPLE","10","12","0","false","false","false","false","false","false","9666","9390","0","3097","2049","3508","3270","3068","1028","3340","2","8","0","4","1","15","34017","11125","14987","48","4","0","4","0","11510","2510","18940","0","1","0","46364","14471","35931","1614","124","5","0","0","836","836","2003","0","0","0","19","false"
