"2660886489","43903593","BLUE","3","9","0","false","false","false","false","false","false","6652","7685","0","3146","3020","1052","1026","0","0","3340","0","1","0","0","1","12","13478","5197","13459","67","2","1","1","0","22652","2781","5794","0","0","0","36361","8208","19314","865","410","1","0","0","230","230","60","0","0","1","5","false"
"2660886489","21058238","BLUE","2","8","0","false","false","false","false","false","false","7909","7600","0","1400","3111","3156","1028","0","0","3340","1","5","0","2","1","12","2112","812","4785","34","45","2","43","0","61190","9300","13237","0","0","0","70844","11174","18124","3648","342","1","0","0","7542","1062","102","0","1","2","10","false"
"2660886489","25175577","BLUE","6","10","0","false","false","false","false","false","false","6792","6300","0","3512","2303","3117","1006","0","0","3340","0","0","0","0","0","10","15709","4794","12487","36","0","0","0","0","7251","2055","12529","0","0","0","26849","6850","25450","1353","124","4","0","0","3888","0","434","0","0","1","16","false"
"2660886489","26381472","BLUE","0","8","0","false","false","false","false","false","false","8874","8175","0","2003","3072","3052","1037","1028","3158","3340","0","4","0","0","1","13","1609","740","13145","148","11","1","10","0","99285","11059","11759","0","0","0","102222","13014","25021","2276","56","1","0","0","1327","1215","116","0","0","1","7","false"
"2660886489","25282687","BLUE","4","6","0","false","false","false","false","false","false","9257","8600","0","1055","3142","3071","3006","1033","0","3340","0","2","0","0","1","13","2267","207","5911","182","5","0","5","0","104859","10200","8922","0","0","0","107126","10408","14833","1853","0","2","0","0","0","0","0","0","2","0","6","false"
"2660886489","60077837","PURPLE","13","1","2","false","false","false","true","false","false","12307","11610","1","3157","3027","3165","1052","3057","3009","3340","2","12","0","7","2","14","65453","22215","3151","140","10","5","5","0","24895","3351","11191","0","0","0","91066","25566","15192","4646","161","1","2","0","717","0","850","0","3","3","14","true"
"2660886489","50338374","PURPLE","12","5","2","false","false","true","false","false","false","11894","10350","0","3094","3508","3006","1038","1055","1037","3340","2","11","436","5","3","13","21572","5159","1766","145","8","5","3","0","63028","15039","12974","0","0","0","85666","20534","15119","2412","309","3","1","1","1065","336","378","0","1","0","11","true"
"2660886489","58008239","PURPLE","25","1","0","false","false","true","false","false","false","9531","8400","0","3401","2049","3117","3110","3105","0","3364","1","4","0","3","1","14","15438","5754","2849","32","3","0","3","0","7100","1975","10947","0","0","0","26246","7729","14203","3213","297","18","0","0","3706","0","406","0","0","2","9","true"
"2660886489","75366970","PURPLE","13","1","0","false","true","true","false","false","false","11467","10475","0","1414","3158","2032","3116","3100","0","3340","2","8","0","5","1","14","68146","8946","1137","20","85","13","72","0","39691","4657","17008","0","0","0","121823","13980","18375","6401","748","1","2","0","13985","376","230","0","0","3","10","true"
"2660886489","22090051","PURPLE","10","4","0","false","false","false","false","false","false","10971","10720","0","1056","3157","3009","3025","3152","1057","3340","2","6","0","2","1","15","86196","7713","2846","151","4","4","0","0","30212","4032","12908","0","0","0","116819","11746","16398","3160","709","1","2","0","410","0","643","0","0","0","6","true"
