"2129746005","42428407","BLUE","12","7","1","false","false","false","false","false","false","14381","16080","0","3717","3143","3280","3071","3068","1028","3340","2","5","0","2","2","18","50694","5115","18065","143","46","4","42","0","114944","10927","38279","0","0","0","175312","16596","56878","13801","388","1","0","0","9674","554","534","0","0","0","3","false"
"2129746005","25472174","BLUE","9","12","0","false","true","false","false","false","false","14951","14110","0","1026","3165","3285","3157","3255","3135","3340","3","10","865","3","1","17","152360","26064","15004","129","45","7","38","0","17064","1449","25584","0","1","0","170036","27832","41621","14177","102","5","0","0","612","318","1032","0","1","0","12","false"
"2129746005","35010519","BLUE","12","12","0","false","false","false","false","false","false","9881","9735","0","3143","3401","3190","3047","1028","0","3340","0","1","0","0","1","16","25660","9481","21338","65","0","0","0","0","17813","2071","23100","0","0","0","55195","11552","45503","4357","561","5","0","0","11721","0","1065","0","1","0","11","false"
"2129746005","37674205","BLUE","14","14","0","false","false","false","false","false","false","15211","15155","0","3031","3087","3072","3250","3046","1036","3340","0","5","755","0","1","18","26688","4147","14141","217","18","1","17","0","203360","23176","25549","0","0","0","231031","27856","40045","8722","236","3","1","0","982","532","354","0","0","1","9","false"
"2129746005","40154435","BLUE","12","8","5","false","false","false","false","false","true","23257","18655","0","3026","3074","3142","3270","3031","3035","3361","4","26","1461","13","2","18","0","0","16390","285","15","2","13","0","294510","55292","28626","0","1","0","295990","56492","45971","7172","938","1","5","0","1480","1200","955","0","0","3","16","false"
"2129746005","25986830","PURPLE","26","8","0","false","false","true","false","false","false","13159","9325","0","2049","3092","2003","3285","3158","1058","3341","0","1","0","0","1","14","32411","18218","3437","23","1","0","1","0","3703","747","13298","0","0","0","36115","18966","16916","0","173","0","0","0","0","0","180","0","1","0","18","true"
"2129746005","27986277","PURPLE","11","14","2","false","false","true","false","false","false","17904","17875","0","3142","3035","3074","3275","3031","3026","3340","2","15","1272","3","2","18","32534","4141","10353","214","16","3","13","0","208032","38277","34596","0","0","0","241446","42456","45782","5412","358","1","1","0","879","38","832","0","0","0","6","true"
"2129746005","28828868","PURPLE","20","6","1","false","false","false","true","false","false","20973","17205","2","3042","3153","3035","3025","3277","3072","3364","4","16","0","5","2","18","52480","15375","6747","292","7","5","2","0","256123","45520","22488","0","0","0","311241","62315","29960","3286","1122","3","2","0","2637","1420","724","0","0","0","3","true"
"2129746005","60077837","PURPLE","23","3","0","false","false","true","false","false","false","19600","17090","0","3143","3709","3022","3065","3075","3026","3361","3","9","0","3","1","18","80176","9586","10244","91","111","11","100","0","147862","11886","44064","0","0","0","254328","23187","54793","17234","1392","1","1","0","26289","1714","484","0","3","4","20","true"
"2129746005","28253559","PURPLE","19","17","2","false","false","true","false","false","false","16413","15310","0","3157","3089","3165","3255","3135","1058","3340","2","12","0","3","2","18","147645","37133","16104","165","2","0","2","0","24242","1029","22405","0","0","0","172656","38931","38894","4950","248","1","2","0","769","768","384","0","1","1","7","true"
